article_name,country,revision_id,article_quality,population
Kim Yong-il,"Korea, South",778937252,Start,50713867
Lim Heon-yong,"Korea, South",779362580,Stub,50713867
Moon Sung-keun,"Korea, South",779579628,C,50713867
Kim Tok-hun,"Korea, South",780714034,Stub,50713867
Gim Hyowon,"Korea, South",781164797,Stub,50713867
Jeong Seung-hwa,"Korea, South",781756552,Start,50713867
Jang Tae-wan,"Korea, South",781763272,Stub,50713867
Choe Deok-sin,"Korea, South",781806987,Start,50713867
Yon Hyong-muk,"Korea, South",781808107,Start,50713867
Ryu Mi-yong,"Korea, South",781812539,Stub,50713867
Park Cha-jeong,"Korea, South",783818556,Stub,50713867
Hong Uwon,"Korea, South",784233399,Stub,50713867
Gungnyeo,"Korea, South",785485232,GA,50713867
Kim Won-hong,"Korea, South",785899763,Start,50713867
Hwang Yun-gil,"Korea, South",785940896,Start,50713867
Kim Ok,"Korea, South",786126293,Start,50713867
Kim Cheon-il,"Korea, South",787065740,Start,50713867
Mun Ikjeom,"Korea, South",787278512,Start,50713867
Kim Chon-hae,"Korea, South",787319404,Start,50713867
Kang Hyong-bong,"Korea, South",787962205,Stub,50713867
Choe Su-hon,"Korea, South",787978743,Stub,50713867
Alexandra Kim,"Korea, South",788392948,Start,50713867
Kim Byung-kee,"Korea, South",788437529,Stub,50713867
Choe Pu-il,"Korea, South",788583377,Stub,50713867
Pak Paengnyeon,"Korea, South",788605544,Start,50713867
Seong Sam-mun,"Korea, South",788605797,Start,50713867
Yun Won-hyung,"Korea, South",788612974,Start,50713867
Yun Doo-su,"Korea, South",788640081,Start,50713867
Yun Geun-su,"Korea, South",788640245,Stub,50713867
Yi Sanhae,"Korea, South",788729537,Stub,50713867
Jeong Cheol,"Korea, South",788729652,Stub,50713867
Yi Gae,"Korea, South",788747416,Start,50713867
Seong Huian,"Korea, South",788748867,Stub,50713867
Hwangbo In,"Korea, South",788801029,Stub,50713867
An Kyong-ho,"Korea, South",788938026,Stub,50713867
Yun Yeong-ryeol,"Korea, South",789009488,Stub,50713867
Lee Sang-deuk,"Korea, South",790187829,Start,50713867
Park Jong-sun,"Korea, South",790188625,Stub,50713867
Ryu Sunjeong,"Korea, South",790419514,Stub,50713867
Bak Jeongyang,"Korea, South",790471209,Stub,50713867
Pak Se-yong,"Korea, South",790659807,C,50713867
Prime Minister of Imperial Korea,"Korea, South",791160377,Start,50713867
Myocheong,"Korea, South",791599868,Start,50713867
Pak Chun-hong,"Korea, South",792007741,Start,50713867
Lee Chul-woo,"Korea, South",793026670,Stub,50713867
Ro Song-sil,"Korea, South",793548617,Start,50713867
Kim Choong-soo,"Korea, South",793901217,Start,50713867
Pak Nam-gi,"Korea, South",793925216,Start,50713867
Lee Ki-poong,"Korea, South",793977966,Start,50713867
Kang Song-san,"Korea, South",794283946,Stub,50713867
Hong Song-nam,"Korea, South",794344917,Stub,50713867
List of Prime Ministers of Korea,"Korea, South",794690792,Stub,50713867
Yun-Tae Kim,"Korea, South",795290540,Start,50713867
Hasegawa Yoshimichi,"Korea, South",795430994,Start,50713867
Cho Hun-hyun,"Korea, South",795546193,GA,50713867
Hong Jung-wook,"Korea, South",795546212,C,50713867
Hwang Woo-yea,"Korea, South",795546214,Start,50713867
Jeon Yeo-ok,"Korea, South",795546218,Start,50713867
Moon Dae-sung,"Korea, South",795546269,C,50713867
Choe Bu,"Korea, South",795690177,FA,50713867
Gim Manjung,"Korea, South",796288571,Start,50713867
Pak Chesoon,"Korea, South",796493709,C,50713867
Gim Yuk,"Korea, South",796840551,Start,50713867
Sam of Gojoseon,"Korea, South",796864047,Start,50713867
No Choe,"Korea, South",796864173,Start,50713867
No In,"Korea, South",796864214,Stub,50713867
Jang Hyeongwang,"Korea, South",796983268,Stub,50713867
Sin Sukju,"Korea, South",797019806,Start,50713867
Mun Song-sul,"Korea, South",797028964,Stub,50713867
Independence Club,"Korea, South",797070010,B,50713867
Independence Gate,"Korea, South",797070013,Start,50713867
Kim Kyu-sik,"Korea, South",797070016,C,50713867
Lee Kyu-wan,"Korea, South",797070025,Start,50713867
People's joint association,"Korea, South",797070030,Start,50713867
Philip Jaisohn (statue),"Korea, South",797070032,Stub,50713867
Seo Jae-chang,"Korea, South",797070033,Start,50713867
Tongnip Sinmun,"Korea, South",797070040,C,50713867
Yeongeunmun,"Korea, South",797070042,C,50713867
Heo Jeok,"Korea, South",797204242,Stub,50713867
Heo Mok,"Korea, South",797204305,C,50713867
Han Eum,"Korea, South",797294137,Start,50713867
Ha Wiji,"Korea, South",797302131,Stub,50713867
Choe Yong-gon (vice-premier),"Korea, South",797521133,Stub,50713867
Cho Bong-am,"Korea, South",797696038,Start,50713867
Soh Jaipil,"Korea, South",797733673,C,50713867
Gim Du-han,"Korea, South",797790785,C,50713867
Gim Jil,"Korea, South",797790889,Start,50713867
Kim Eul-dong,"Korea, South",797790975,Stub,50713867
Kim Ok-gyun,"Korea, South",797791000,C,50713867
Kim Yong-woo,"Korea, South",797791013,Stub,50713867
Gwon Sangha,"Korea, South",797793617,Stub,50713867
Seonghan of Silla,"Korea, South",797806070,Stub,50713867
Song In,"Korea, South",797889698,Start,50713867
Song Byeong-jun,"Korea, South",797890729,Start,50713867
Song Ja,"Korea, South",797890745,Start,50713867
Song Jun-gil,"Korea, South",797890818,Stub,50713867
Song Si-yeol,"Korea, South",797890846,Start,50713867
Kim Jong Suk (government official),"Korea, South",798385390,Stub,50713867
Pang Chol-gap,"Korea, South",798653258,Stub,50713867
Bak Wonjong,"Korea, South",798775829,Stub,50713867
Choe Myeong-gil,"Korea, South",798804327,Stub,50713867
Jeong Nan-jeong,"Korea, South",798806343,Start,50713867
Kim Kyong-hui,"Korea, South",798980515,C,50713867
Choe Sang-rim,"Korea, South",799082374,Start,50713867
Choe Hang (Joseon civil minister),"Korea, South",799275619,Stub,50713867
Yi Jehyeon,"Korea, South",799467569,Stub,50713867
Pak Song-chol,"Korea, South",799635574,Stub,50713867
Ri Jong-ok,"Korea, South",799635602,Stub,50713867
Ri Kun-mo,"Korea, South",799635659,Stub,50713867
Lee In-je,"Korea, South",800115607,Start,50713867
So Kwan-hui,"Korea, South",800191820,Stub,50713867
Pak To-chun,"Korea, South",800270398,Start,50713867
Ju Kyu-chang,"Korea, South",800271205,Stub,50713867
Park Seh-jik,"Korea, South",800303645,Start,50713867
Kang Pan-sok,"Korea, South",800338701,Start,50713867
Han Tae-song (diplomat),"Korea, South",800362043,Stub,50713867
Ri Yong-mu,"Korea, South",800488655,Start,50713867
Choe Chun Sik,"Korea, South",800587230,Stub,50713867
Kim Hong-jip,"Korea, South",800588156,C,50713867
Terauchi Masatake,"Korea, South",800642901,C,50713867
Chough Pyung-ok,"Korea, South",801018765,Stub,50713867
Chun Yung-woo,"Korea, South",801024492,Stub,50713867
Hong Jong-u,"Korea, South",801122572,Stub,50713867
Yamanashi Hanz?,"Korea, South",801307427,C,50713867
Ye Wanyong,"Korea, South",801310400,Start,50713867
Yun Ung-nyeol,"Korea, South",801324100,Start,50713867
Sin Son-ho,"Korea, South",801431787,Start,50713867
Choe Ik-hyeon,"Korea, South",801541610,C,50713867
Pak Yong-sik,"Korea, South",801707343,Start,50713867
Shin Seong-il,"Korea, South",801832752,C,50713867
Pak Chang-ok,"Korea, South",802753114,Stub,50713867
Kim Yong-ju,"Korea, South",802853557,Start,50713867
Nobuyuki Abe,"Korea, South",803168425,C,50713867
Yi Kwang-su,"Korea, South",803170294,C,50713867
Kang Yong-sop,"Korea, South",803189343,Start,50713867
Choi Jong-won,"Korea, South",803198174,C,50713867
Bak Gyusu,"Korea, South",803277194,Start,50713867
Bak Jega,"Korea, South",803277250,Start,50713867
Five Eulsa Traitors,"Korea, South",803329075,Start,50713867
Gapsin Coup,"Korea, South",803610442,Start,50713867
Lee Nak-yeon,"Korea, South",804165412,C,50713867
Kim Koo,"Korea, South",804242783,GA,50713867
Kim Seong-il,"Korea, South",804315050,Start,50713867
Bak Yeonghyo,"Korea, South",804533997,C,50713867
Prince Yangnyeong,"Korea, South",804815562,C,50713867
Park Eun-sik,"Korea, South",804816016,Stub,50713867
Yi Si-yeong,"Korea, South",804816108,Start,50713867
Chang Deok-soo,"Korea, South",804816420,Stub,50713867
Song Jin-woo (journalist),"Korea, South",804816451,Stub,50713867
Kim Doo-kwan,"Korea, South",804817589,C,50713867
Chung Won-shik,"Korea, South",804968583,Stub,50713867
Moon Hee-sang,"Korea, South",804973495,Stub,50713867
Cho Man-sik,"Korea, South",805106658,B,50713867
Ho Ka-i,"Korea, South",805206719,C,50713867
Kim Sung-ae,"Korea, South",805207730,C,50713867
Yu Hyeongwon,"Korea, South",805558132,Start,50713867
Yun Seondo,"Korea, South",805559066,Start,50713867
Yun Jeung,"Korea, South",805584958,Stub,50713867
Lee Hoe-yeong,"Korea, South",805596272,Start,50713867
Ban Ki-moon,"Korea, South",805658121,FA,50713867
Pak Hon-yong,"Korea, South",805684300,C,50713867
Choe Manri,"Korea, South",805687729,Start,50713867
List of officials purged and executed by Kim Jong-un,"Korea, South",805695382,Start,50713867
North Korean cult of personality,"Korea, South",805696446,C,50713867
Gim Jip,"Korea, South",805735642,Start,50713867
Kim Rak-gyom,"Korea, South",805787270,Stub,50713867
Ri Man-gon,"Korea, South",805787362,Stub,50713867
Yun Chi-ho,"Korea, South",805789230,C,50713867
Yang Hyong-sop,"Korea, South",805875962,C,50713867
Kang Yong-suk,"Korea, South",805959304,Start,50713867
Template:Korea-politician-stub,"Korea, South",806069133,Stub,50713867
Template:Korea-activist-stub,"Korea, South",806069905,Stub,50713867
Chang S?ng-min,"Korea, South",806073213,Start,50713867
Jeong In-hong,"Korea, South",806121281,Stub,50713867
Kang Nung-su,"Korea, South",806310375,Start,50713867
Jo Yon-jun,"Korea, South",806328792,Stub,50713867
Min Yeong-chan,"Korea, South",806400384,Stub,50713867
Min Won-sik,"Korea, South",806401200,Start,50713867
Sunwoo Hwi,"Korea, South",806403730,C,50713867
Governor-General of Korea,"Korea, South",806461795,C,50713867
Hong Sook-ja,"Korea, South",806507554,C,50713867
Kim Ki-nam,"Korea, South",806509190,Start,50713867
Kim Hyong-uk,"Korea, South",806556077,Start,50713867
Kim Hanjung,"Korea, South",806642200,Start,50713867
An Min-chol,"Korea, South",806738559,Stub,50713867
Jo So-ang,"Korea, South",806854826,Stub,50713867
Soh Kwang-pom,"Korea, South",806855227,Stub,50713867
Lyuh Woon-hyung,"Korea, South",806885282,C,50713867
Hong Jun-pyo,"Korea, South",806889656,C,50713867
Kim Il (politician),"Korea, South",806983342,Stub,50713867
Moon Jae-in,"Korea, South",807177649,C,50713867
Hui-bin Jang,"Korea, South",807191861,C,50713867
Kim dynasty (North Korea),"Korea, South",807246981,GA,50713867
Yeom Dong-jin,"Korea, South",807256379,Stub,50713867
Ha Ryun,"Korea, South",807381183,Start,50713867
Syngman Rhee,"Korea, South",807433654,GA,50713867
Template:MozambiquePresidents,Mozambique,642597959,Stub,25736000
Political Bureau of the Central Committee of FRELIMO,Mozambique,697742639,Stub,25736000
Filipe Samuel Magaia,Mozambique,710489311,Start,25736000
Tobias Joaquim Dai,Mozambique,710684508,Stub,25736000
Alberto Chipande,Mozambique,711158503,Stub,25736000
Alberto Massavanhane,Mozambique,734427682,Start,25736000
Paulo Zucula,Mozambique,754387690,Start,25736000
Murade Isaac Murargy,Mozambique,758336873,Stub,25736000
Teodato Hunguana,Mozambique,765229567,Start,25736000
Template:Foreign Ministers of Mozambique,Mozambique,767788751,Stub,25736000
Josina Machel,Mozambique,777586937,C,25736000
Alcinda Abreu,Mozambique,779369365,Start,25736000
António Munguambe,Mozambique,779842578,Start,25736000
Luísa Diogo,Mozambique,788014324,C,25736000
Eduardo Mondlane,Mozambique,789114494,C,25736000
Maria Helena Taipo,Mozambique,789815449,Start,25736000
Leda Hugo,Mozambique,789816414,Start,25736000
Iolanda Cintura,Mozambique,789816542,Start,25736000
Lidia Brito,Mozambique,789816635,Start,25736000
Agostinho Mondlane,Mozambique,790010079,Stub,25736000
Alcido Nguenha,Mozambique,790010132,Stub,25736000
Basilio Muhate,Mozambique,790010137,Stub,25736000
Carlos Agostinho do Rosário,Mozambique,790010141,Start,25736000
Eduardo Joaquim Mulémbwè,Mozambique,790010148,Stub,25736000
Esperança Bias,Mozambique,790010151,Stub,25736000
Esperança Machavela,Mozambique,790010154,Stub,25736000
First Lady of Mozambique,Mozambique,790010158,Stub,25736000
Helder Francisco Malauene,Mozambique,790010163,Stub,25736000
Isabel Nkavadeka,Mozambique,790010165,Stub,25736000
José Condungua Pacheco,Mozambique,790010168,Stub,25736000
José Gabriel Manteigas,Mozambique,790010178,Stub,25736000
José Ibraimo Abudo,Mozambique,790010201,Stub,25736000
Júlio Eduardo Zamith Carrilho,Mozambique,790010203,Stub,25736000
Leonardo Simão,Mozambique,790010205,Stub,25736000
Manuel de Araújo,Mozambique,790010206,Start,25736000
Maria Angelina Dique Enoque,Mozambique,790010211,Stub,25736000
Maria Benvinda Levy,Mozambique,790010214,Stub,25736000
Mariano de Araújo Matsinhe,Mozambique,790010217,Stub,25736000
Munhawa Sousa Salvador,Mozambique,790010219,Stub,25736000
Oldemiro Balói,Mozambique,790010222,Stub,25736000
Oldemiro Julio Marques Baloi,Mozambique,790010224,Stub,25736000
Raul Domingos,Mozambique,790010225,Stub,25736000
Salvador Namburete,Mozambique,790010252,Stub,25736000
Tomaz Salomão,Mozambique,790010254,Stub,25736000
List of heads of state of Mozambique,Mozambique,790361575,Start,25736000
Amade Camal,Mozambique,791300192,Stub,25736000
Carlos Cardoso (journalist),Mozambique,793176334,Start,25736000
Afonso Dhlakama,Mozambique,796173553,C,25736000
Verónica Macamo,Mozambique,796753941,Stub,25736000
Joaquim Chissano,Mozambique,798412007,C,25736000
Mário da Graça Machungo,Mozambique,799063767,Stub,25736000
Filipe Nyusi,Mozambique,803133769,C,25736000
Armando Guebuza,Mozambique,803196029,C,25736000
Francisco Songane,Mozambique,805516897,Start,25736000
Samora Machel,Mozambique,805780186,C,25736000
José Guedes de Carvalho e Meneses,Mozambique,805933662,Stub,25736000
Aires Ali,Mozambique,806397404,Stub,25736000
Graça Machel,Mozambique,806567273,C,25736000
Daviz Simango,Mozambique,807216411,Stub,25736000
Uria Simango,Mozambique,807331733,C,25736000
Template:Saudi Kings,Saudi Arabia,643741011,Stub,31565109
Saad Albazei,Saudi Arabia,717550202,Start,31565109
Musaad bin Mohammed Al Aiban,Saudi Arabia,721234718,Stub,31565109
Khalid S. Al-Ageel,Saudi Arabia,722058565,Start,31565109
Muhammad Jamil Ahmad Mulla,Saudi Arabia,722247300,Start,31565109
Waleed A. Elkhereiji,Saudi Arabia,725189868,Stub,31565109
Hamad bin Abdulaziz Al Suwailem,Saudi Arabia,725517548,Stub,31565109
Motleb bin Abdullah Al-Nafisah,Saudi Arabia,741116642,Start,31565109
Mohammed Suroor Sabban,Saudi Arabia,741127944,Stub,31565109
Abdul Aziz Bin Abdullah Al Zamil,Saudi Arabia,742223785,C,31565109
Abdulaziz al-Tuwaijri,Saudi Arabia,743672478,Start,31565109
Saleh Al-Qadhi,Saudi Arabia,752084613,Start,31565109
Mishaal bin Saud Al Saud,Saudi Arabia,760347572,C,31565109
Badr bin Muhammad bin Abdullah bin Jalawi Al Saud,Saudi Arabia,760349338,Stub,31565109
Badr bin Abdulaziz Al Saud,Saudi Arabia,760434387,C,31565109
Sattam bin Abdulaziz Al Saud,Saudi Arabia,760434543,C,31565109
Moudi bint Khalid Al Saud,Saudi Arabia,760585269,Start,31565109
Abdullah bin Rashid,Saudi Arabia,762495282,Stub,31565109
Nawwaf bin Abdulaziz Al Saud,Saudi Arabia,766313895,GA,31565109
Muhammad bin Abdul-Rahman,Saudi Arabia,770361855,Start,31565109
Abdul-Aziz bin Muhammad,Saudi Arabia,775716480,Start,31565109
Saleh bin Abdul-Aziz Al ash-Sheikh,Saudi Arabia,775718691,Start,31565109
Mishari bin Saud bin Abdulaziz Al Saud,Saudi Arabia,776775678,Start,31565109
Saud bin Abdul Muhsin Al Saud,Saudi Arabia,778172666,C,31565109
Khalid bin Mohammed Al Angari,Saudi Arabia,778787624,Start,31565109
Khaled al-Tuwaijri,Saudi Arabia,780820099,Start,31565109
Faisal bin Fahd,Saudi Arabia,781495506,C,31565109
Nawaf bin Faisal,Saudi Arabia,781496637,C,31565109
Muhammad bin Abdul Karim Issa,Saudi Arabia,782856215,Start,31565109
Mansour bin Abdulaziz Al Saud,Saudi Arabia,783269968,C,31565109
Mishaal bin Abdullah Al Saud,Saudi Arabia,785374858,C,31565109
Sara bint Faisal Al Saud,Saudi Arabia,786153311,Start,31565109
Fahad bin Saud bin Abdulaziz Al Saud,Saudi Arabia,786757831,Start,31565109
Abdul Elah bin Abdulaziz Al Saud,Saudi Arabia,787395834,C,31565109
Abdulaziz bin Mohieddin Khoja,Saudi Arabia,787402799,Start,31565109
Abdullah bin Abdul Rahman Al Hussein,Saudi Arabia,787406566,Stub,31565109
Abdullah bin Faisal Al Saud,Saudi Arabia,787406617,C,31565109
Abdullah ibn Muhammad Al ash-Sheikh,Saudi Arabia,787406824,Start,31565109
Abdulrahman bin Abdullah Al Barrak,Saudi Arabia,787407918,Start,31565109
Hamid Bin Ahmad Al-Rifaie,Saudi Arabia,787775750,C,31565109
Thoraya Obaid,Saudi Arabia,788037971,Start,31565109
Bandar Al Hajjar,Saudi Arabia,788310099,Start,31565109
Abdul Muhsin bin Abdulaziz Al Saud,Saudi Arabia,789899993,C,31565109
Ibrahim Abdulaziz Al-Assaf,Saudi Arabia,790058435,Start,31565109
Saad bin Abdulaziz Al Saud,Saudi Arabia,790563153,C,31565109
Tawfiq Al Rabiah,Saudi Arabia,790615636,Start,31565109
Abdullah bin Abdulaziz Al Rabeeah,Saudi Arabia,790925202,GA,31565109
Muhammad bin Abdulaziz Al Saud,Saudi Arabia,791359522,C,31565109
Ibn Humaid,Saudi Arabia,791873772,Stub,31565109
Mutaib bin Abdulaziz Al Saud,Saudi Arabia,792009065,C,31565109
Mamdouh bin Abdulaziz Al Saud,Saudi Arabia,793788134,Start,31565109
Muhammed Al-Jasser,Saudi Arabia,794504728,Start,31565109
List of rulers of Saudi Arabia,Saudi Arabia,794667061,Stub,31565109
Nayef bin Abdul-Aziz Al Saud,Saudi Arabia,795320011,C,31565109
Mansour bin Mutaib Al Saud,Saudi Arabia,795945470,C,31565109
Faisal bin Turki I bin Abdulaziz Al Saud,Saudi Arabia,796405466,Start,31565109
Mishaal bin Abdulaziz Al Saud,Saudi Arabia,796598334,C,31565109
Adel Fakeih,Saudi Arabia,796617753,C,31565109
Bandar bin Sultan Al Saud,Saudi Arabia,797031815,B,31565109
Ahmed Al-Eissa,Saudi Arabia,797085691,Stub,31565109
Abdallah bin Jiluwi,Saudi Arabia,797865530,Start,31565109
Iyad bin Amin Madani,Saudi Arabia,798338627,C,31565109
Khalid of Saudi Arabia,Saudi Arabia,798861666,GA,31565109
Majid bin Abdulaziz Al Saud,Saudi Arabia,798871748,C,31565109
Majid bin Abdullah Al Qasabi,Saudi Arabia,798954523,Stub,31565109
Muhammed bin Saud Al Saud,Saudi Arabia,799047541,C,31565109
Norah Al Faiz,Saudi Arabia,799298917,C,31565109
Ibrahim Al-Buleihi,Saudi Arabia,800037192,Start,31565109
Saud bin Nayef Al Saud,Saudi Arabia,800080640,C,31565109
Yousef Al-Othaimeen,Saudi Arabia,800291639,Stub,31565109
Mutaib bin Abdullah,Saudi Arabia,800341867,C,31565109
Awwad Alawwad,Saudi Arabia,800406656,C,31565109
Sultan bin Fahd Al Saud,Saudi Arabia,800720318,Start,31565109
Talal bin Abdulaziz Al Saud,Saudi Arabia,800753953,GA,31565109
Abdulhakim Al-Tamimi,Saudi Arabia,801208046,Stub,31565109
Abdul Aziz bin Fahd,Saudi Arabia,801212787,C,31565109
Abdulaziz bin Mohammed bin Ayyaf Al Muqrin,Saudi Arabia,801223929,Stub,31565109
Abdulaziz bin Saud Al Saud,Saudi Arabia,801224048,Stub,31565109
Abdullatif bin Abdulmalik Al Shaikh,Saudi Arabia,801227053,Stub,31565109
Adel al-Jubeir,Saudi Arabia,801446959,B,31565109
Khalid bin Faisal Al Saud,Saudi Arabia,801569477,C,31565109
Adel Al Toraifi,Saudi Arabia,802136170,Start,31565109
House of Saud,Saudi Arabia,802342597,FA,31565109
Abdul Rahman bin Faisal,Saudi Arabia,802438074,Start,31565109
Faisal bin Turki bin Abdullah Al Saud,Saudi Arabia,802438171,Start,31565109
Ibrahim bin Abdullah Al Suwaiyel,Saudi Arabia,802438217,Start,31565109
Ahmed bin Abdulaziz Al Saud,Saudi Arabia,802511998,C,31565109
Muhammad bin Fahd Al Saud,Saudi Arabia,802618991,C,31565109
Fahd bin Abdul Rahman Balghunaim,Saudi Arabia,802640621,Start,31565109
Fahd bin Sultan Al Saud,Saudi Arabia,802640661,C,31565109
Faisal bin Abdullah bin Mohammed Al Saud,Saudi Arabia,802681260,C,31565109
Faisal bin Bandar Al Saud,Saudi Arabia,802681266,C,31565109
Descendants of Ibn Saud,Saudi Arabia,802699368,C,31565109
Muqrin bin Abdulaziz,Saudi Arabia,802759647,C,31565109
Eman Al-Ghamidi,Saudi Arabia,802784960,Stub,31565109
Saud bin Faisal bin Abdulaziz Al Saud,Saudi Arabia,803220594,GA,31565109
Faisal bin Khalid bin Abdulaziz Al Saud,Saudi Arabia,803471435,Start,31565109
Nawal al-Hawsawi,Saudi Arabia,803645251,Start,31565109
Faisal of Saudi Arabia,Saudi Arabia,803658297,FA,31565109
Turki bin Abdullah bin Muhammad,Saudi Arabia,803780975,C,31565109
Ensaf Haidar,Saudi Arabia,803994416,Start,31565109
Abdullah Mohammed Al-Hugail,Saudi Arabia,804080793,Start,31565109
Abdul Majeed bin Abdulaziz Al Saud,Saudi Arabia,804083773,C,31565109
Saud of Saudi Arabia,Saudi Arabia,804360851,GA,31565109
Crown Prince of Saudi Arabia,Saudi Arabia,804632781,Start,31565109
Abdullah of Saudi Arabia,Saudi Arabia,805343249,C,31565109
Ghazi Abdul Rahman Al Gosaibi,Saudi Arabia,805444391,GA,31565109
Hayat Sindi,Saudi Arabia,806007137,C,31565109
Sultan bin Abdulaziz Al Saud,Saudi Arabia,806210746,GA,31565109
Muhammad bin Nayef,Saudi Arabia,806425651,GA,31565109
King of Saudi Arabia,Saudi Arabia,806450596,Start,31565109
Council of Ministers of Saudi Arabia,Saudi Arabia,806706201,C,31565109
Faisal bin Salman bin Abdulaziz Al Saud,Saudi Arabia,806851852,C,31565109
Ibn Saud,Saudi Arabia,807271378,B,31565109
Salman of Saudi Arabia,Saudi Arabia,807332031,GA,31565109
Nizar Madani,Saudi Arabia,807343873,Start,31565109
Sultan bin Salman Al Saud,Saudi Arabia,807418600,GA,31565109
Mohammad bin Salman,Saudi Arabia,807463170,GA,31565109
Fahd of Saudi Arabia,Saudi Arabia,807483153,GA,31565109
Ministry of Economy and Finance (Benin),Benin,647450883,Stub,10583034
Samou Seidou Adambi,Benin,669855022,Stub,10583034
Arouna Mama,Benin,694112087,Stub,10583034
Rogatien Biaou,Benin,703580130,Stub,10583034
Seïdou Mama Sika,Benin,705720356,Stub,10583034
Pierre Osho,Benin,706780110,Stub,10583034
Pascal Fantodji,Benin,707363837,Stub,10583034
Sévérin Adjovi,Benin,711029847,Stub,10583034
Gatien Houngbédji,Benin,711177510,Stub,10583034
Dauda Badaru,Benin,715705490,Stub,10583034
Tiamiou Adjibadé,Benin,715706342,Stub,10583034
Frédéric Affo,Benin,715706418,Stub,10583034
Saturnin Soglo,Benin,715707810,Stub,10583034
Joseph Gnonlonfoun,Benin,715720061,Stub,10583034
Edgar Yves Monnou,Benin,715720088,Stub,10583034
Abraham Zinzindohoue,Benin,715911005,Stub,10583034
Joachim Dahissiho,Benin,721720638,Stub,10583034
Saliou Akadiri,Benin,729285661,Stub,10583034
Pascal Chabi Kao,Benin,732223510,Start,10583034
Vissinto Ayi d'Almeida,Benin,739559455,Stub,10583034
Lionel Agbo,Benin,740863201,Stub,10583034
Théodore Holo,Benin,741815187,Stub,10583034
Robert Dossou,Benin,741816218,Stub,10583034
Michel Alladaye,Benin,741816360,Stub,10583034
Michel Ahouanmenou,Benin,741931863,Start,10583034
Francis Covi,Benin,742947393,Stub,10583034
Chabi Mama,Benin,746425597,Stub,10583034
Guy Landry Hazoumé,Benin,746873129,Stub,10583034
Orou Gabé Orou Sego,Benin,750333095,Stub,10583034
Template:BeninPresidents,Benin,754880941,Stub,10583034
Pascal Koupaki,Benin,756025999,Start,10583034
Marie-Elise Gbèdo,Benin,757615317,C,10583034
Théophile Nata,Benin,762255691,Start,10583034
Ganiou Soglo,Benin,763330224,Start,10583034
Jean Pliya,Benin,776356112,Start,10583034
Jerome Sacca Kina Guezere,Benin,776513118,Start,10583034
Kamarou Fassassi,Benin,778202777,Start,10583034
Lazare Sèhouéto,Benin,780061297,Stub,10583034
Simon Ifede Ogouma,Benin,781099024,Stub,10583034
Grace d'Almeida,Benin,781845151,Start,10583034
Mariam Aladji Boni Diallo,Benin,783459085,Stub,10583034
Louis Hunkanrin,Benin,783690842,C,10583034
Paul Hazoumé,Benin,783690867,Start,10583034
Zul Kifl Salami,Benin,783691429,Stub,10583034
Albert Tévoédjrè,Benin,783691464,C,10583034
Abdoulaye Bio Tchané,Benin,783696929,Start,10583034
Mathurin Nago,Benin,783947469,Start,10583034
Arnauld Antoine Akodjènou,Benin,787924459,Start,10583034
Luc Gnacadja,Benin,788014079,C,10583034
Simon Idohou,Benin,788033131,Stub,10583034
Stanislas Spero Adotevi,Benin,788444840,Stub,10583034
Alphonse Alley,Benin,788671014,GA,10583034
Émile Poisson,Benin,788825627,Stub,10583034
Paul Darboux,Benin,788827113,Start,10583034
Maximilien Quenum-Possy-Berry,Benin,788827301,Stub,10583034
Louis Ignacio-Pinto,Benin,788827785,Stub,10583034
Joseph Keke,Benin,789323854,Stub,10583034
Antoine Dayori,Benin,789444091,Stub,10583034
Antoine Idji Kolawolé,Benin,789444686,Start,10583034
Émile Derlin Zinsou,Benin,790254079,C,10583034
Bertin Borna,Benin,791214988,Stub,10583034
Paul Kpoffon,Benin,791694319,Start,10583034
Léhady Soglo,Benin,792930581,Stub,10583034
List of Prime Ministers of Benin,Benin,794509873,Start,10583034
Codjo François Azodogbehou,Benin,794810338,Stub,10583034
Paulin J. Hountondji,Benin,794907921,Start,10583034
Ismaël Tidjani Serpos,Benin,796657036,Stub,10583034
Michel Aikpé,Benin,798209100,Stub,10583034
Hubert Maga,Benin,798248992,FA,10583034
Justin Ahomadégbé-Tomêtin,Benin,798475985,FA,10583034
Daniel Tawéma,Benin,798874648,Start,10583034
Mathieu Kérékou,Benin,798926155,GA,10583034
Maurice Kouandété,Benin,798935641,GA,10583034
Rosine Vieyra Soglo,Benin,799114661,Start,10583034
Template:Benin-politician-stub,Benin,799373505,Stub,10583034
Template:Benin-mayor-stub,Benin,799377806,Stub,10583034
Christophe Soglo,Benin,799447556,Start,10583034
Bruno Amoussou,Benin,799897756,C,10583034
Thomas Boni Yayi,Benin,800957204,C,10583034
Gabriel Lozès,Benin,802075586,Start,10583034
Sacca Lafia,Benin,802847128,Start,10583034
Adrien Houngbédji,Benin,803761597,C,10583034
Ministry of Foreign Affairs and African Integration (Benin),Benin,804157350,Stub,10583034
René Tirant,Benin,804513362,Stub,10583034
Moise Mensah,Benin,805041885,Start,10583034
Tahirou Congacou,Benin,805155550,C,10583034
List of Presidents of Benin,Benin,805155658,Start,10583034
Sourou-Migan Apithy,Benin,805156875,FA,10583034
Jean-Baptiste Hachème,Benin,805157136,C,10583034
Paul-Émile de Souza,Benin,805158317,B,10583034
Nicéphore Soglo,Benin,805390042,C,10583034
